epoch,train_loss,val_loss
1,0.006527977138554138,0.0038060247031179197
2,0.0018911001939184028,0.0009328579540027582
3,0.0007090678726401832,0.0007184807946806417
4,0.0005594195782135704,0.0004955601957106487
5,0.000492323102121613,0.000511741546165951
6,0.00045957768162905845,0.0004654040385503322
7,0.0004316968299751297,0.0008161498228722113
8,0.000412900865591981,0.000409767549965491
9,0.0003963952264468608,0.000348477475431827
10,0.00039166784024659973,0.0004173226006195306
11,0.00038254293299832284,0.0004024282494123946
12,0.0003756070496034783,0.0003756274979442675
13,0.0003728924179354255,0.00034189055317101325
14,0.00036305431195450793,0.0003888395848991151
15,0.00036500019353402196,0.00035390209906952495
16,0.00035153271088407176,0.0004882048245796815
17,0.0003557728926009941,0.0003080035177767871
18,0.0003425537990889629,0.0003393367174368827
19,0.00033804022594446654,0.0003213651337106019
20,0.0003651274309005039,0.000525359534646107
21,0.0003181331314825926,0.0002930424043950823
22,0.0003365375430932615,0.0003234815150325959
23,0.0003260568092523723,0.0003019989171855528
24,0.00034271680792574797,0.00033227084984784906
25,0.000313949718218312,0.0003197537527662365
26,0.0003249232007904345,0.0003260952144046314
27,0.00032088790582543837,0.0003294374903990947
28,0.00032131268442137665,0.0004049179848887898
29,0.0003193446202839781,0.00031207495587605465
30,0.00031114541252762017,0.00028213297550695293
31,0.00033211444777785163,0.0002841517351508299
32,0.00031478560136508993,0.0004655160269937775
33,0.00030618012746633157,0.00032637587889652463
34,0.0003296290420293503,0.00026379454991795083
35,0.0003086711633269792,0.00027732372666619954
36,0.0003034361577694574,0.0003283114975660128
37,0.0003151215501562209,0.00030975899101170573
38,0.0003056895959539634,0.00031288549770908233
39,0.0003188579933605885,0.00026801920033362196
40,0.0003072463314410279,0.0008436577144435587
41,0.00031628673826217084,0.0002733380134351195
42,0.00030127893974292067,0.0003081456608847378
43,0.00030308213527696057,0.00030050907662371174
44,0.00031169568353251153,0.00027867827327312665
45,0.0003092001687354902,0.0003005745116326502
46,0.00030692436094930184,0.0003703681515539659
47,0.00031622363961507854,0.00026688393421515704
48,0.00031595190454533964,0.0003678657782036177
49,0.00030085888166105264,0.0002690148570802697
50,0.00030720926973271524,0.0002498445817841554
51,0.0002936895939749233,0.0002717564906986886
52,0.0003297427367791788,0.0002841259692820344
53,0.0003065106388667466,0.0004654577809405771
54,0.0003084025404586513,0.00030253436527849037
55,0.0002927019533572739,0.0002748310430337021
56,0.0002981448408007581,0.0002977966360049322
57,0.0002975082058647821,0.00029807058122737254
58,0.00029676419928036324,0.0003180076921435489
59,0.00029658297319512284,0.00028895162556201535
60,0.0002910529838078477,0.00028653643567714486
61,0.00030615900761175576,0.0002749103351813206
62,0.00029110160725931715,0.00028475928132699684
63,0.00029736598653024157,0.00024687754116615556
64,0.0002991825420265671,0.00030785870764335184
65,0.00029797433020516497,0.0003239374218924724
66,0.000298566244624662,0.00026356926568080376
67,0.0002935404067698744,0.00030020232054781405
68,0.0003041771396229939,0.0002820197549497491
69,0.00029396443628410863,0.0002715887256930186
70,0.0002905357442509963,0.00036833144320630803
71,0.00033498728223834594,0.0002951002425880746
72,0.00028282330513618826,0.000249032031477211
73,0.00030034884886467536,0.0002839455002995624
74,0.000290470451509066,0.0002552577725703273
75,0.0003026140490044265,0.00026343019860004016
76,0.00030172372261021553,0.0005227726251951993
77,0.0002972427367225106,0.0003374987281858921
78,0.0002955813546438544,0.00027483170127565475
79,0.0002981192231320781,0.0003625425046304875
80,0.0002964904293280522,0.00027762965545023575
81,0.0002942751729835456,0.00024821842027372346
82,0.0002917853604380011,0.0003588301194039114
83,0.0002864366517970949,0.00031044457492943696
84,0.0002877408245774342,0.00028806595188104843
85,0.00029094465731521,0.00025134807653190135
86,0.00029586868079460626,0.0003684072747846392
87,0.00030248598575711636,0.00028065215512005455
88,0.00029015238120098463,0.0003362801494114002
89,0.0002885503542534447,0.00027010122380972387
90,0.00029403146941919654,0.0002942976967228497
91,0.00028975423087640743,0.0002700412477814949
92,0.0002961597173815705,0.00029498512687612364
93,0.0002987053557655321,0.0002718174802523324
94,0.00029842690895489656,0.00025674971433584283
95,0.0002866504280198152,0.00027264799876881645
96,0.0002949136358786303,0.0002688366546359983
97,0.00028440841432925455,0.00028971536750682295
98,0.0002881621182202794,0.00027278702111018107
99,0.00028974367159322067,0.00269129053575601
100,0.0003532436968315942,0.00026806828208599594
101,0.00028341309187483407,0.0003049153643548786
102,0.0002872852177093253,0.00028672837961881244
103,0.0003001214046084673,0.00025204804981687165
104,0.00029480046475919403,0.0003278369958353962
105,0.00028779295938219265,0.00026354985265185105
106,0.00029083383982095236,0.00026244614808944034
107,0.0003205255712153482,0.0002581984184910246
108,0.00028339866265690187,0.00026742067433239774
109,0.00028523850283977356,0.0002876523472839332
110,0.0002972280666743573,0.00029514406784809135
111,0.00027724809545764056,0.0004647625551405462
112,0.0002924586196819351,0.000267714690206513
113,0.00028474670077821676,0.00030146561472607343
114,0.0002953332093419619,0.00026553373692799956
115,0.0002840684486051787,0.0002675660402251487
116,0.00030634223960296765,0.00030187420572396964
117,0.00028242474182348576,0.00029152209429005954
118,0.0003005047810494218,0.0003105715636109458
119,0.0002776577654440984,0.0003212776389270228
