epoch,train_loss,val_loss
120,0.0002990515719904549,0.0002837526052199463
121,0.00027707274903001293,0.0003926701016446694
122,0.00030024483212450506,0.000264298089840598
123,0.0002800994046933216,0.0003188992519194181
124,0.0002891968120343708,0.00031565791466570597
125,0.000286100721374775,0.00031518171918504137
126,0.00028223280775515984,0.00027789610844883235
127,0.00028808581899810847,0.0003838847246407432
128,0.0003097020868909204,0.0003892391510778404
129,0.00028394800577442484,0.00027986797454588593
130,0.00028711396135590826,0.000258556852442896
131,0.0002791755615168663,0.00026771706077542674
132,0.0002859283365243079,0.00026866673842379626
133,0.0002872581310128752,0.00024815707822315434
134,0.00028502266339402993,0.00028995819763835283
135,0.00029574790926550925,0.0002649279165470557
136,0.0002888838610900668,0.0003112733797256914
137,0.00028943892457341787,0.0002655926130481679
138,0.00029799812053498185,0.0002432604324372307
139,0.0002750108390187723,0.0003019914758934124
140,0.0002839866486159179,0.00025507097164703966
141,0.0002855308509280376,0.0002733653233550053
142,0.0002889163016031186,0.000253953906568758
143,0.00029896043666925975,0.00025194640174765697
144,0.0002813097195129821,0.00041740992604358555
145,0.0002857095957765498,0.0002600541815131982
146,0.0002971636936134694,0.0003296292936206458
147,0.00028023529391293033,0.00026485238746279215
148,0.0002880895456561279,0.00035154826578713875
149,0.00029565054038094225,0.0003150708600631023
150,0.0002876041794216128,0.0003012233361740537
151,0.00028603389230047867,0.00027968142657823107
152,0.0002857638812112454,0.00024302948053871737
153,0.00028093465415587844,0.00027998520849034826
154,0.00029836508605751347,0.0002955574715049303
155,0.00028237849516893327,0.0003079460595395079
156,0.0003077130841378815,0.0003177108288930848
157,0.0002811697739350757,0.00028158429198269234
158,0.0002943915723380251,0.0004080504868204329
159,0.0002780169364837217,0.00027045004235139674
160,0.00028607824031973535,0.0002727787855001999
161,0.00029703823062642145,0.0002534940262619862
162,0.00028268955344184116,0.0002753910722528049
163,0.00033064790695391675,0.0003075352832774057
164,0.00028455147654571334,0.00025455002345397393
165,0.0002811833876096058,0.00025095402692231606
166,0.00028457795174364917,0.0002657478702182763
167,0.0002841667837210132,0.0002770932819174127
168,0.00029690327144118507,0.00024013207207354618
169,0.0002763664105791303,0.00028590469678710313
170,0.00030593290943156193,0.00027842974622159245
171,0.00029090030401591414,0.00026111905181290025
172,0.00027711434800959,0.0002691337460728778
173,0.0002983446144708814,0.0002564384778181309
174,0.00028110396583269404,0.0002649915064041047
175,0.00028440162124076623,0.0002896841310467472
176,0.0002882592061495083,0.0002566805315895026
177,0.0002993834971372659,0.0002743594199505714
178,0.0002812818438482669,0.0002490887223331733
179,0.0002927416787340301,0.00029367015729881227
180,0.0002794602160314047,0.00032618322624562387
181,0.0002928915519783874,0.00028261571965908553
182,0.00029904728946517745,0.0002726227400497474
183,0.0002891801971664825,0.0002470729899520867
184,0.00028083001868099564,0.00029442752596917267
185,0.00028892240897037313,0.0002849373111607844
186,0.0002827922176013706,0.00025070269878190804
187,0.00032993691807671303,0.0002596465024869255
188,0.0002785362090624085,0.0003608745238570338
189,0.00028528238540449145,0.00026080362217629604
190,0.0002838348380106761,0.0002998494025458522
191,0.0002862404130654959,0.00025330268405749403
192,0.0002851395817986267,0.000259246605174725
193,0.0002820813623791347,0.00028525454987910517
194,0.0002882494484939577,0.00031359361108773925
195,0.00029056050688730647,0.00033114745282875177
196,0.0002994485571121675,0.0002586967270001472
197,0.00027687644243718743,0.0002548471873408144
198,0.0002853654349182066,0.00023431106572079056
199,0.00028894796609354355,0.0003129121588302796
200,0.0002876652928057783,0.00026701644720618633
